PLAYER,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURY TYPE
Tyus Jones,Timberwolves,31 October 2018,02 November 2018,2,sore right foot
Victor Oladipo,Pacers,10 April 2018,15 April 2018,5,sore right foot
Kyle Korver,Cavaliers,01 April 2018,03 April 2018,2,sore right foot
Raul Neto,Jazz,05 December 2017,07 December 2017,2,sore right foot
Derrick Rose,Knicks,23 March 2017,25 March 2017,2,sore right foot
Cameron Payne,Bulls,15 March 2017,20 March 2017,5,sore right foot
Evan Fournier,Magic,27 January 2017,30 January 2017,3,sore right foot
Rodney Hood,Jazz,13 November 2015,15 November 2015,2,sore right foot
Derrick Rose,Bulls,16 April 2012,21 April 2012,5,sore right foot
Davion Mitchell,Kings,09 April 2023,15 April 2023,6,sore left knee
Isaac Okoro,Cavaliers,28 March 2023,15 April 2023,18,sore left knee
Kyle Lowry,Heat,07 April 2023,09 April 2023,2,sore left knee
Royce O'Neale,Nets,26 March 2023,28 March 2023,2,sore left knee
Goran Dragic,Bucks,14 March 2023,27 March 2023,13,sore left knee
Caleb Martin,Heat,11 March 2023,13 March 2023,2,sore left knee
Goran Dragic,Bucks,06 March 2023,11 March 2023,5,sore left knee
Kyle Lowry,Heat,07 February 2023,11 March 2023,32,sore left knee
Royce O'Neale,Nets,08 March 2023,10 March 2023,2,sore left knee
Devin Vassell,Spurs,29 December 2022,02 March 2023,63,sore left knee
Kristaps Porzingis,Wizards,25 February 2023,01 March 2023,4,sore left knee
Ben Simmons,Nets,26 January 2023,07 February 2023,12,sore left knee
Patrick Beverley,Lakers,31 January 2023,02 February 2023,2,sore left knee
Tobias Harris,76ers,14 January 2023,15 January 2023,1,sore left knee
Joe Harris,Nets,26 December 2022,02 January 2023,7,sore left knee
Frank Ntilikina,Mavericks,25 December 2022,27 December 2022,2,sore left knee
Paul George,Clippers,15 December 2022,21 December 2022,6,sore left knee
Robert Williams,Celtics,21 May 2022,23 May 2022,2,sore left knee
Robert Williams,Celtics,09 May 2022,15 May 2022,6,sore left knee
Tyler Herro,Heat,10 April 2022,17 April 2022,7,sore left knee
Zach LaVine,Bulls,09 April 2022,17 April 2022,8,sore left knee
Zach LaVine,Bulls,04 April 2022,06 April 2022,2,sore left knee
LeBron James,Lakers,23 March 2022,27 March 2022,4,sore left knee
Goran Dragic,Nets,23 March 2022,26 March 2022,3,sore left knee
Gary Payton II,Warriors,04 March 2022,21 March 2022,17,sore left knee
Zach LaVine,Bulls,12 March 2022,14 March 2022,2,sore left knee
LeBron James,Lakers,07 March 2022,09 March 2022,2,sore left knee
D.J. Wilson,Raptors,01 March 2022,06 March 2022,5,sore left knee
Andre Drummond,Nets,01 March 2022,03 March 2022,2,sore left knee
Nerlens Noel,Knicks,08 February 2022,25 February 2022,17,sore left knee
Quentin Grimes,Knicks,07 February 2022,10 February 2022,3,sore left knee
Kemba Walker,Knicks,07 February 2022,08 February 2022,1,sore left knee
Furkan Korkmaz,76ers,31 January 2022,06 February 2022,6,sore left knee
LeBron James,Lakers,27 January 2022,05 February 2022,9,sore left knee
Andrew Wiggins,Warriors,01 February 2022,02 February 2022,1,sore left knee
JaVale McGee,Suns,25 January 2022,30 January 2022,5,sore left knee
Ziaire Williams,Grizzlies,29 January 2022,30 January 2022,1,sore left knee
Chimezie Metu,Kings,25 January 2022,29 January 2022,4,sore left knee
Nerlens Noel,Knicks,26 January 2022,28 January 2022,2,sore left knee
Klay Thompson,Warriors,23 January 2022,25 January 2022,2,sore left knee
Kemba Walker,Knicks,23 January 2022,24 January 2022,1,sore left knee
Nerlens Noel,Knicks,15 January 2022,23 January 2022,8,sore left knee
Lamar Stevens,Cavaliers,17 January 2022,22 January 2022,5,sore left knee
Jeremy Lamb,Pacers,14 January 2022,19 January 2022,5,sore left knee
Kemba Walker,Knicks,31 December 2021,18 January 2022,18,sore left knee
Luguentz Dort,Thunder,02 January 2022,06 January 2022,4,sore left knee
Dylan Windler,Cavaliers,02 January 2022,04 January 2022,2,sore left knee
Anthony Davis,Lakers,10 December 2021,15 December 2021,5,sore left knee
Jaren Jackson Jr.,Grizzlies,11 December 2021,13 December 2021,2,sore left knee
Josh Hart,Pelicans,03 December 2021,08 December 2021,5,sore left knee
Moe Harkless,Kings,30 November 2021,08 December 2021,8,sore left knee
Ziaire Williams,Grizzlies,30 November 2021,06 December 2021,6,sore left knee
Robert Williams,Celtics,17 November 2021,22 November 2021,5,sore left knee
James Johnson,Nets,07 November 2021,08 November 2021,1,sore left knee
Nerlens Noel,Knicks,20 October 2021,03 November 2021,14,sore left knee
Deandre Ayton,Suns,13 May 2021,23 May 2021,10,sore left knee
Giannis Antetokounmpo,Bucks,16 May 2021,22 May 2021,6,sore left knee
Dillon Brooks,Grizzlies,14 May 2021,16 May 2021,2,sore left knee
Andrew Wiggins,Warriors,14 May 2021,15 May 2021,1,sore left knee
Dejounte Murray,Spurs,02 May 2021,03 May 2021,1,sore left knee
Robert Williams,Celtics,15 April 2021,28 April 2021,13,sore left knee
Rui Hachimura,Wizards,18 April 2021,26 April 2021,8,sore left knee
Damyean Dotson,Cavaliers,14 April 2021,25 April 2021,11,sore left knee
Dwight Howard,76ers,16 April 2021,19 April 2021,3,sore left knee
